REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2025/08/03 05:50:00,6012.52,75.83,TRADE
QLD1,2025/08/03 05:55:00,5988.56,69.66,TRADE
QLD1,2025/08/03 06:00:00,6079.65,74.63,TRADE
QLD1,2025/08/03 06:05:00,6092.17,59.61,TRADE
QLD1,2025/08/03 06:10:00,6153.96,78.73,TRADE
QLD1,2025/08/03 06:15:00,6196.23,75.45,TRADE
QLD1,2025/08/03 06:20:00,6236.27,77.53,TRADE
QLD1,2025/08/03 06:25:00,6287.91,78.73,TRADE
QLD1,2025/08/03 06:30:00,6261.47,80,TRADE
QLD1,2025/08/03 06:35:00,6321.29,75.55,TRADE
QLD1,2025/08/03 06:40:00,6273.19,81.19,TRADE
QLD1,2025/08/03 06:45:00,6323.09,80,TRADE
QLD1,2025/08/03 06:50:00,6338.79,80,TRADE
QLD1,2025/08/03 06:55:00,6353.84,75.01,TRADE
QLD1,2025/08/03 07:00:00,6383.95,78.73,TRADE
QLD1,2025/08/03 07:05:00,6340.83,78.73,TRADE
QLD1,2025/08/03 07:10:00,6347.3,68.92,TRADE
QLD1,2025/08/03 07:15:00,6327.07,75.20,TRADE
QLD1,2025/08/03 07:20:00,6313.26,75.45,TRADE
QLD1,2025/08/03 07:25:00,6269.95,57.44,TRADE
QLD1,2025/08/03 07:30:00,6253.66,54.76,TRADE
QLD1,2025/08/03 07:35:00,6124.12,52.90,TRADE
QLD1,2025/08/03 07:40:00,6162.18,52.33,TRADE
QLD1,2025/08/03 07:45:00,6054.86,24.90,TRADE
QLD1,2025/08/03 07:50:00,5975.75,35,TRADE
QLD1,2025/08/03 07:55:00,5935.22,-1.88,TRADE
QLD1,2025/08/03 08:00:00,5854.96,16,TRADE
QLD1,2025/08/03 08:05:00,5838.76,0,TRADE
QLD1,2025/08/03 08:10:00,5823.25,15.90,TRADE
QLD1,2025/08/03 08:15:00,5704.2,16.03,TRADE
QLD1,2025/08/03 08:20:00,5646.69,9.27,TRADE
QLD1,2025/08/03 08:25:00,5613.27,8.54,TRADE
QLD1,2025/08/03 08:30:00,5511.6,8.70,TRADE
QLD1,2025/08/03 08:35:00,5435.46,8.98,TRADE
QLD1,2025/08/03 08:40:00,5436.11,15.99,TRADE
QLD1,2025/08/03 08:45:00,5343.63,10.31,TRADE
QLD1,2025/08/03 08:50:00,5286.19,7.96,TRADE
QLD1,2025/08/03 08:55:00,5140.82,0.01,TRADE
QLD1,2025/08/03 09:00:00,5112.83,0.01,TRADE
QLD1,2025/08/03 09:05:00,5091.89,-0.01,TRADE
QLD1,2025/08/03 09:10:00,4984.87,-7.16,TRADE
QLD1,2025/08/03 09:15:00,5025.59,-0.01,TRADE
QLD1,2025/08/03 09:20:00,4987.33,-0.01,TRADE
QLD1,2025/08/03 09:25:00,4924.51,-0.01,TRADE
QLD1,2025/08/03 09:30:00,4932.78,-0.01,TRADE
QLD1,2025/08/03 09:35:00,4940.55,18.15,TRADE
QLD1,2025/08/03 09:40:00,5005.42,10.53,TRADE
QLD1,2025/08/03 09:45:00,5000.47,0,TRADE
QLD1,2025/08/03 09:50:00,4825.11,0.01,TRADE
QLD1,2025/08/03 09:55:00,4763.91,-0.01,TRADE
QLD1,2025/08/03 10:00:00,4684.15,-11.78,TRADE
QLD1,2025/08/03 10:05:00,4421.82,-10.89,TRADE
QLD1,2025/08/03 10:10:00,4393.35,-12,TRADE
QLD1,2025/08/03 10:15:00,4345.99,-12,TRADE
QLD1,2025/08/03 10:20:00,4227.44,-12.64,TRADE
QLD1,2025/08/03 10:25:00,4332.88,-12.28,TRADE
QLD1,2025/08/03 10:30:00,4157.14,-12.65,TRADE
QLD1,2025/08/03 10:35:00,4104.46,-12.65,TRADE
QLD1,2025/08/03 10:40:00,4010.16,-12.65,TRADE
QLD1,2025/08/03 10:45:00,3888,-14.99,TRADE
QLD1,2025/08/03 10:50:00,3981.53,-12.64,TRADE
QLD1,2025/08/03 10:55:00,3806.55,-13,TRADE
QLD1,2025/08/03 11:00:00,3877.85,-14.73,TRADE
QLD1,2025/08/03 11:05:00,3857.37,-13,TRADE
QLD1,2025/08/03 11:10:00,3866.82,-12.65,TRADE
QLD1,2025/08/03 11:15:00,3685.21,-12.65,TRADE
QLD1,2025/08/03 11:20:00,3795.68,-12.65,TRADE
QLD1,2025/08/03 11:25:00,3688.6,-14.73,TRADE
QLD1,2025/08/03 11:30:00,3798.77,-14.99,TRADE
QLD1,2025/08/03 11:35:00,3895.51,-12.65,TRADE
QLD1,2025/08/03 11:40:00,3671.93,-14.73,TRADE
QLD1,2025/08/03 11:45:00,3878.76,-14.99,TRADE
QLD1,2025/08/03 11:50:00,3860.04,-15.01,TRADE
QLD1,2025/08/03 11:55:00,3825.31,-14.73,TRADE
QLD1,2025/08/03 12:00:00,3907.28,-14.99,TRADE
QLD1,2025/08/03 12:05:00,3823.13,-14.99,TRADE
QLD1,2025/08/03 12:10:00,3832.4,-14.99,TRADE
QLD1,2025/08/03 12:15:00,3851.86,-13,TRADE
QLD1,2025/08/03 12:20:00,3743.02,-16.03,TRADE
QLD1,2025/08/03 12:25:00,3845.96,-14.99,TRADE
QLD1,2025/08/03 12:30:00,3949.1,-14.99,TRADE
QLD1,2025/08/03 12:35:00,3978.94,-14.99,TRADE
QLD1,2025/08/03 12:40:00,4025.24,-15.01,TRADE
QLD1,2025/08/03 12:45:00,4096.62,-14.73,TRADE
QLD1,2025/08/03 12:50:00,4118.13,-14.73,TRADE
QLD1,2025/08/03 12:55:00,4144.3,-14.73,TRADE
QLD1,2025/08/03 13:00:00,4296.93,-12.65,TRADE
QLD1,2025/08/03 13:05:00,4314.8,-15.01,TRADE
QLD1,2025/08/03 13:10:00,4447.25,-14.73,TRADE
QLD1,2025/08/03 13:15:00,4501.27,-14.73,TRADE
QLD1,2025/08/03 13:20:00,4554.02,-12.65,TRADE
QLD1,2025/08/03 13:25:00,4496.18,-12.65,TRADE
QLD1,2025/08/03 13:30:00,4745.16,-12,TRADE
QLD1,2025/08/03 13:35:00,4492.12,-12.64,TRADE
QLD1,2025/08/03 13:40:00,4453.43,-12.56,TRADE
QLD1,2025/08/03 13:45:00,4672.32,-12,TRADE
QLD1,2025/08/03 13:50:00,4743.71,-11.78,TRADE
QLD1,2025/08/03 13:55:00,4717.75,-12,TRADE
QLD1,2025/08/03 14:00:00,4761,-11.78,TRADE
QLD1,2025/08/03 14:05:00,4755.73,-12.65,TRADE
QLD1,2025/08/03 14:10:00,4818.38,-12,TRADE
QLD1,2025/08/03 14:15:00,4890.73,-10,TRADE
QLD1,2025/08/03 14:20:00,4812.08,-10.08,TRADE
QLD1,2025/08/03 14:25:00,4790.9,-8.25,TRADE
QLD1,2025/08/03 14:30:00,4812.87,-11.78,TRADE
QLD1,2025/08/03 14:35:00,4772.19,-1.69,TRADE
QLD1,2025/08/03 14:40:00,4879.46,31.50,TRADE
QLD1,2025/08/03 14:45:00,4874.97,0,TRADE
QLD1,2025/08/03 14:50:00,4948.62,0,TRADE
QLD1,2025/08/03 14:55:00,5077.73,-2.22,TRADE
QLD1,2025/08/03 15:00:00,5103.91,31.05,TRADE
QLD1,2025/08/03 15:05:00,5191.12,0,TRADE
QLD1,2025/08/03 15:10:00,5250.75,-8.36,TRADE
QLD1,2025/08/03 15:15:00,5341.56,-1.68,TRADE
QLD1,2025/08/03 15:20:00,5336.03,-2.09,TRADE
QLD1,2025/08/03 15:25:00,5390.76,17.88,TRADE
QLD1,2025/08/03 15:30:00,5535.45,49.18,TRADE
QLD1,2025/08/03 15:35:00,5584.95,20.61,TRADE
QLD1,2025/08/03 15:40:00,5723.54,21.12,TRADE
QLD1,2025/08/03 15:45:00,5746.87,21.40,TRADE
QLD1,2025/08/03 15:50:00,5792.54,-7.16,TRADE
QLD1,2025/08/03 15:55:00,5927.66,45,TRADE
QLD1,2025/08/03 16:00:00,6029,73.51,TRADE
QLD1,2025/08/03 16:05:00,6116.68,20.18,TRADE
QLD1,2025/08/03 16:10:00,6205.62,53.52,TRADE
QLD1,2025/08/03 16:15:00,6338.01,53.64,TRADE
QLD1,2025/08/03 16:20:00,6434.5,44.94,TRADE
QLD1,2025/08/03 16:25:00,6531.52,59.21,TRADE
QLD1,2025/08/03 16:30:00,6595.04,66.29,TRADE
QLD1,2025/08/03 16:35:00,6701.48,75.43,TRADE
QLD1,2025/08/03 16:40:00,6733.22,75.96,TRADE
QLD1,2025/08/03 16:45:00,6857.15,88.97,TRADE
QLD1,2025/08/03 16:50:00,6938.22,116.49,TRADE
QLD1,2025/08/03 16:55:00,7039.8,128.73,TRADE
QLD1,2025/08/03 17:00:00,7206.13,133.98,TRADE
QLD1,2025/08/03 17:05:00,7351.25,128.73,TRADE
QLD1,2025/08/03 17:10:00,7396.88,94.30,TRADE
QLD1,2025/08/03 17:15:00,7425.15,143.95,TRADE
QLD1,2025/08/03 17:20:00,7523.1,157.09,TRADE
QLD1,2025/08/03 17:25:00,7605.99,162.73,TRADE
QLD1,2025/08/03 17:30:00,7645.83,162.73,TRADE
QLD1,2025/08/03 17:35:00,7831.3,162.73,TRADE
QLD1,2025/08/03 17:40:00,7793.57,167.61,TRADE
QLD1,2025/08/03 17:45:00,7865.63,219.30,TRADE
QLD1,2025/08/03 17:50:00,7890.88,223.73,TRADE
QLD1,2025/08/03 17:55:00,7955.15,298.95,TRADE
QLD1,2025/08/03 18:00:00,7971.1,273.26,TRADE
QLD1,2025/08/03 18:05:00,7977.74,165.36,TRADE
QLD1,2025/08/03 18:10:00,7995.26,171.41,TRADE
QLD1,2025/08/03 18:15:00,7958.29,162.73,TRADE
QLD1,2025/08/03 18:20:00,7994.73,160.95,TRADE
QLD1,2025/08/03 18:25:00,8035.11,148.73,TRADE
QLD1,2025/08/03 18:30:00,8029.27,160.95,TRADE
QLD1,2025/08/03 18:35:00,7985.37,162.73,TRADE
QLD1,2025/08/03 18:40:00,8015.27,138.26,TRADE
QLD1,2025/08/03 18:45:00,7980.06,133.98,TRADE
QLD1,2025/08/03 18:50:00,7906.92,133.98,TRADE
QLD1,2025/08/03 18:55:00,7955.81,160.95,TRADE
QLD1,2025/08/03 19:00:00,7941.44,133.50,TRADE
QLD1,2025/08/03 19:05:00,7923.37,148.73,TRADE
QLD1,2025/08/03 19:10:00,7821.56,115.15,TRADE
QLD1,2025/08/03 19:15:00,7747.84,116,TRADE
QLD1,2025/08/03 19:20:00,7711.59,128.45,TRADE
QLD1,2025/08/03 19:25:00,7652.52,128.45,TRADE
QLD1,2025/08/03 19:30:00,7679.38,144.50,TRADE
QLD1,2025/08/03 19:35:00,7633.31,146.14,TRADE
QLD1,2025/08/03 19:40:00,7616.96,132.83,TRADE
QLD1,2025/08/03 19:45:00,7590.86,133.98,TRADE
QLD1,2025/08/03 19:50:00,7463.1,128.73,TRADE
QLD1,2025/08/03 19:55:00,7506.39,103.70,TRADE
QLD1,2025/08/03 20:00:00,7454.65,128.45,TRADE
QLD1,2025/08/03 20:05:00,7409.11,114.83,TRADE
QLD1,2025/08/03 20:10:00,7455.62,108.75,TRADE
QLD1,2025/08/03 20:15:00,7446.41,103.83,TRADE
QLD1,2025/08/03 20:20:00,7404.55,102.73,TRADE
QLD1,2025/08/03 20:25:00,7376.72,114.73,TRADE
QLD1,2025/08/03 20:30:00,7283.76,103.83,TRADE
QLD1,2025/08/03 20:35:00,7247.26,97.45,TRADE
QLD1,2025/08/03 20:40:00,7256.55,102.73,TRADE
QLD1,2025/08/03 20:45:00,7238.96,97.83,TRADE
QLD1,2025/08/03 20:50:00,7148.07,84.45,TRADE
QLD1,2025/08/03 20:55:00,7147.48,86.32,TRADE
QLD1,2025/08/03 21:00:00,7083.79,85,TRADE
QLD1,2025/08/03 21:05:00,7063.81,97.83,TRADE
QLD1,2025/08/03 21:10:00,7068.58,97.21,TRADE
QLD1,2025/08/03 21:15:00,6970.82,84.45,TRADE
QLD1,2025/08/03 21:20:00,6941.83,84.45,TRADE
QLD1,2025/08/03 21:25:00,6851.5,68.04,TRADE
QLD1,2025/08/03 21:30:00,6852.84,84.25,TRADE
QLD1,2025/08/03 21:35:00,6781.53,91.48,TRADE
QLD1,2025/08/03 21:40:00,6776.77,91.99,TRADE
QLD1,2025/08/03 21:45:00,6746.85,83.77,TRADE
QLD1,2025/08/03 21:50:00,6691.89,54.76,TRADE
QLD1,2025/08/03 21:55:00,6690.51,81.68,TRADE
QLD1,2025/08/03 22:00:00,6632.31,75.55,TRADE
QLD1,2025/08/03 22:05:00,6525.38,96.45,TRADE
QLD1,2025/08/03 22:10:00,6532.89,97.45,TRADE
QLD1,2025/08/03 22:15:00,6557.52,90.97,TRADE
QLD1,2025/08/03 22:20:00,6571.23,97.83,TRADE
QLD1,2025/08/03 22:25:00,6481.66,97.21,TRADE
QLD1,2025/08/03 22:30:00,6454.3,97.45,TRADE
QLD1,2025/08/03 22:35:00,6399.6,84.25,TRADE
QLD1,2025/08/03 22:40:00,6406.73,97.45,TRADE
QLD1,2025/08/03 22:45:00,6312.97,88.94,TRADE
QLD1,2025/08/03 22:50:00,6330.43,93.97,TRADE
QLD1,2025/08/03 22:55:00,6284.69,93.24,TRADE
QLD1,2025/08/03 23:00:00,6208.71,84.33,TRADE
QLD1,2025/08/03 23:05:00,6196.53,92.04,TRADE
QLD1,2025/08/03 23:10:00,6163.15,87.06,TRADE
QLD1,2025/08/03 23:15:00,6177.4,86.25,TRADE
QLD1,2025/08/03 23:20:00,6068.16,84.45,TRADE
QLD1,2025/08/03 23:25:00,6039.75,72.61,TRADE
QLD1,2025/08/03 23:30:00,6009.99,83.45,TRADE
QLD1,2025/08/03 23:35:00,5972.94,84.92,TRADE
QLD1,2025/08/03 23:40:00,6018.05,85.45,TRADE
QLD1,2025/08/03 23:45:00,5933.92,85.17,TRADE
QLD1,2025/08/03 23:50:00,5984.88,85.73,TRADE
QLD1,2025/08/03 23:55:00,5931.73,82.34,TRADE
QLD1,2025/08/04 00:00:00,5893.41,81.30,TRADE
